Source,Job Title,Company,Location,Category,Skills,Experience,Description,URL
Remotive,Inside Sales Contractor,"Credit Wellness, LLC",Worldwide,Sales,"Git, Sales, CRM, HR, Finance",1 year,"  About Us  
  We are a financial services start up focusing on helping to improve consumer credit profiles. We are currently seeking KPI driven sales representatives looking to earn up to 45K in their first year while working remotely. We offer comprehensive training and continuous sales coaching to help you meet your financial goals.  
  During our training period we offer a guaranteed training stipend while our trainees are acclimating to the position (*see weekly pay below). If you are a seasoned sales professional looking for the autonomy of a remote position combined with great compensation, we want to hear from you!  
  Compensation Structure  
  This role is   100% commission-based  , which means your earning potential is unlimited. In addition, we regularly offer   competitive performance-based bonuses   to reward hard work and results.  
  Training Period (Weeks 1–4)  
  We invest in your success and want to make sure you’re supported as you get up to speed:  
 
 
  Week 1:   Commission-only (a chance to start earning right away while learning the ropes).      
 
 
  Weeks 2–4:   Guaranteed training stipend of   $1,000 total   – or your commission if it’s higher. You’ll always receive whichever amount benefits you most.      
 
 
 
  Week 2: $250 guaranteed minimum  
 
 
  Week 3: $325 guaranteed minimum  
 
 
  Week 4: $425 guaranteed minimum  
 
 
 
  By the end of training, you’ll have the skills to maximize commissions, with the safety net of a guaranteed base during your ramp-up period.  
  Post Training Period:  
 
 
  Average first year OTE: 25K-35K (US) Annually  
 
 
  Top Rep first year OTE: 35K-45K (US) Annually  
 
 
  *The above is the average pay you can expect, however, there is unlimited earning potential for those who are financially motivated top performers looking to exceed sales targets.  
  What will you be doing?  
  Educating inbound callers on their credit standing by providing consultations with the goal of enrolling them in one of our services should they be a good fit.  
  We are looking for team members who are:  
 
 
  Tech savvy with the ability to navigate digital tools such as SLACK, CRM software, google sheets, etc. Our team uses these digital tools daily.  
 
 
  Growth oriented and always looking to learn and acquire new skills.  
 
 
  Autonomous self starters who can work independently and efficiently.  
 
 
  Team players with the ability to implement feedback from their sales coaches.  
 
 
  Patient and professional with clients. Finances can be a difficult topic for some clients to discuss. We are looking for individuals who showcase empathy and professionalism especially under pressure!  
 
 
  Financially motivated individuals who can meet and exceed sales targets.  
 
 
  Outgoing with outstanding rapport building and active listening skills. Can you carry a conversation with anyone? This may be for you!  
 
 
  You will need:  
 
 
  Home office or a quiet place to work.  
 
 
  Strong internet connection.  
 
 
  Desktop or laptop  
 
 
  (*Please Note: Devices such as Chromebooks, IPADs and laptops with 8G’s of RAM and under will have issues supporting our system)  
  Scheduling  
  Training: The schedule for the first four weeks of our training period is 10 AM - 6 PM EST.  
  *The first week of training is mandatory for all new trainees. If a day is missed you may be asked to restart the first week of training.  
  Post Training:  
  We are currently seeking representatives to work on the following schedule:  
  Monday - Friday  
  Shift hours to be discussed with our hiring manager based on our company's needs at the time of hire. Shifts are as follows:  
 
 
  8:00 AM - 4:00 PM EST  
 
 
  8:30 AM - 4:30 PM EST  
 
 
  9:00 AM - 5:00 AM EST  
 
 
  9:30 AM - 5:30 PM EST  
 
 
  10:00 AM - 6:00 PM EST  
 
 
  10:30 AM - 6:30 PM EST  
 
 
  11:00 AM - 7:00 PM EST  
 
 
  11:30 AM - 7:30 PM EST  
 
 
  12:30 PM - 8:30 PM EST  
 
 
  1:30 PM - 9:30 PM EST  
 
 
  2:30 PM - 10:30 PM EST  
 
 
  3:00 PM - 11:00 PM EST  
 
 
  Job Type:   Contract  
  Shift:  
 
 
  8 hour shift  
 
 
  Day shift  
 
 
  Evening shift  
 
 
  Morning shift  
 
 
  Night shift  
 
 
  Supplemental Pay:  
 
 
  Bonus opportunities  
 
 
  Commission pay  
 
 
  Experience:  
 
 
  Sales: 1 year (Required)  
 
 
   Work Location:   Remote   
 ",https://remotive.com/remote-jobs/sales/inside-sales-contractor-2086540
Remotive,Tier III Service Desk Engineer,Unio Digital,USA,Information Technology,"Git, HR, Onboarding, Communication, Documentation, Excel",6+ years," Unió Digital is an Arizona-based managed service provider (MSP) delivering Managed IT Services, Low Voltage Cabling, Access Control, Video Surveillance, and Intrusion Services. We believe technology should be intuitive, not intimidating. 
   
 We are looking for an experienced Tier 3 Service Desk Technician with exceptional problem-solving skills. You will serve as the escalation point within the team, resolving complex technical issues while also leading client onboarding and project initiatives. You are expected to be involved in direct end-user support when required. If you have a passion for ensuring top-quality user support and thrive in a collaborative environment, this role is for you. 
   
  Duties  
   
 ·         Lead and support our helpdesk environment for managed service clients 
   
 ·         Coordinate and manage client projects, acting as a bridge between the technical team and the client to ensure project success 
   
 ·         Provide above and beyond support to our clients and respond to queries for technical assistance in person, via phone, or electronically as required 
   
 ·         Provide training and support to clients during the onboarding process to ensure they understand how to effectively use their new IT systems and services. 
   
 ·         Develop project plans for client onboarding and standardization projects, outlining tasks, resources required, and estimated timelines 
   
 ·         Install, configure, diagnose, test and resolve technical hardware and software issues 
   
 ·         Maintain and update written client and process documentation to ensure effective knowledge management 
   
 ·         Provide mentorship and guidance to Tier I and Tier II service desk technicians, fostering a collaborative and knowledgeable team environment 
   
 ·         Contribute to the development and improvement of IT service management processes and practices 
   
 ·         Evaluate and anticipate IT trends and recommend strategies and implement improvement initiatives 
   
  Our Technology Stack  
   
 ·         Helpdesk / Ticketing – HaloPSA 
   
 ·         Documentation – Hudu 
   
 ·         RMM – Intune / Immybot 
   
 ·         Networking – Meraki 
   
 ·         Email/Calendar/Voice/AD – Microsoft 365 
   
 ·         Security Cameras – Rhombus / Avigilon 
   
 ·         Door Access – Avigilon 
   
  Qualification  
   
 ·         6+ years of experience providing IT services and end-user support 
   
 ·         Prior experience at a managed service provider is critical to understand the fast-paced nature of the industry 
   
 ·         Client-oriented approach with a passion for delivering high-quality customer service 
   
 ·         Proven experience leading IT projects 
   
 ·         A self-starter who is eager to expand their qualifications 
   
 ·         Background in providing direct end-user support 
   
 ·         High level of attention to detail 
   
 ·         Excellent verbal and written communication skills 
   
 ·         IT-related degree and/or certifications (Cisco, A+, Network+, Microsoft, or equivalent) 
   
 ·         Advanced technical knowledge, including experience with Azure AD, Active Directory, Intune, or other RMM agents 
   
  Our Core Values  
   
   Dream Big, Then Make it Real   
   
 We flex our imagination and challenge ourselves to a higher standard.  Do, rather than talk and tell. 
   
   Client Driven Results   
   
 Clients trust us to find solutions that deliver exceptional results.  When they succeed, we succeed. 
   
   Own Your Progress   
   
 We continuously improve through rapid innovation and embracing our mistakes.  Own it means a relentless pursuit of the solution. 
   
   We Do It Right…even when no one’s watching. Period.   
 ",https://remotive.com/remote-jobs/information-technology/tier-iii-service-desk-engineer-2091045
Remotive,Sales Jedi,Creative Force ,Europe,Sales,"Git, Sales, HR, Communication",1 year,"  Great salary | Profit share | 100% remote |   Work from anywhere in Europe | SaaS  
     
 Awesome opportunity for a self-motivated and energetic people person to join our remote team and help sell our world-leading SaaS products, from anywhere in Europe. 
 We pay a great salary, based on experience and location. We don’t pay commissions, because good sales are a team effort—from engineering, to operations, marketing, and support, our high-performing team all contribute to a great product and service that our clients love. Everybody in the company is rewarded with a share of profit each December—we succeed together. 
 Our much-loved products are in demand and are proven to make a difference to our clients’ lives. You’ll be selling world-leading software through a well-considered process that leaves room for personal flair. 
   
 SaaS experience is extremely beneficial but strong communication skills, patience, curiosity, keenness to learn and friendliness are key to success in this role.   
 Join our Rebel Alliance 
 Creative Force is experiencing strong growth and as we scale our efforts in 2026 and beyond, we’re looking for enthusiastic individuals to join our diverse team of Jedis to help recruit new clients as they navigate the decision process, and transform them into long-term supporters. 
 You’ll be a respected member of our remote global sales team and will be well supported with the tools, knowledge and answers you need to provide exceptional levels of service, and to make the most from solid sales traction with our two in-demand products. 
 As you master the Force and the multitude of skills needed in this role, attracting clients to join our mission, you will be recognised and rewarded with strong career and salary progression. 
 Responsibilities 
   
 
 Help prospects find the specific value they seek (this is the product you are looking for) 
 Collaborate with our diverse international team to push us on the leading edge of our fields 
 Learn to be a product expert and confidently answer product questions from prospects 
 Discover how to be an expert in SaaS for recognition programs 
 Master our sales technology stack 
 Support the complete sales cycle, from qualified lead to close 
 Skillfully navigate consultative sales discussions and live demos   
 
 Essentials 
   
 
 Applications are open to all experience levels, with a minimum of 1 year proven success in SaaS sales or a similar role 
 Must live in Europe 
 Digital native, with enthusiasm for technology 
 Discipline and self-motivation (key to success in remote work) 
 Loads of energy, humour, passion, and empathy 
 Genuine interest to help provide amazing value for people 
 Superior communication skills 
 Commitment to continuous improvement 
 You have access to fast, reliable internet and a dedicated space to work without distractions 
 Meet and exceed measurable performance goals to succeed and progress in this role   
 
 What we offer 
  Work-life balance  
 
 38 hour work week, Monday to Friday (your weekends are yours) 
 20 days paid annual leave 
 20 days paid parental leave (available after one year) 
 12 days paid public holidays (your local country/region public holidays) 
 Your birthday is a holiday every year   
 
  Personal development and wellbeing  
 
 Commitment to continued learning and development 
 A culture of promoting work life balance 
 Access to mental health support   
 
  Location and compensation  
 
 Full-time role, based remotely, work anywhere within Europe 
 No commission structure. Competitive salary, indexed to your experience and location 
 Budget for computer and office equipment (pending 6 month probationary period) 
 
   
  Respect, growth and stability  
 
 Friendly, sociable, responsible, collaborative team (a great place to be) 
 Respect for each other’s time, value and contribution 
 Regular communication with global team via chat and video calls 
 Dynamic, young, growing tech company leveraging all the latest tech tools and leading industry trends 
 Stable, bootstrapped, independent business (no VCs calling the shots) 
 
 ",https://remotive.com/remote-jobs/sales/sales-jedi-2091088
Remotive,SaaS Product Support Jedi,Creative Force,"Europe, EMEA, UK, Germany, France, European timezones",Customer Service,"Git, Sales, HR, Onboarding, Troubleshooting, Communication",2+ years," We’re on the hunt for a sharp, self-driven SaaS pro who’s as comfortable troubleshooting API and integrations as they are navigating human conversations. 
 Our European client base is growing fast and we need someone who can keep up. Our software isn’t your average plug-and-play; it has a steep learning curve so you’ll need to be technically savvy while also being the kind of person clients genuinely enjoy talking to. If you’ve got SaaS in your DNA, thrive in async/remote environments, and can juggle multiple threads without breaking a sweat — keep reading. 
 The role 
 You’ll join a lean, high-performing global support team working across two SaaS products, Award Force and Good Grants. Day to day you’ll be communicating with colleagues and clients across countries, cultures, and time zones. 
 Support happens across email tickets, phone, and 1-1 Zoom calls. Once you’ve leveled up on product knowledge, you’ll run onboarding sessions and client meetings covering issue resolution, best practices, and product adoption. 
 You’ll also be hands-on with bug testing and reporting, feeding considered feedback to our product teams— always pushing to make our products better. 
 We have a startup mindset. We experiment with new tools, iterate on processes, and move fast. Got a great idea? Pitch it. We’re not big on bureaucracy, only results. We don’t expect you to be a slave to your chair but flexibility is a must. 
 You’ll need to tick these boxes 
 
  You’re based in the UTC +1 or +2 timezone range.  This is non-negotiable. Our European team and clients operate in this window and we don’t allow shift work. If you live outside this range, this one’s not for you 
  2+ years of professional experience, ideally in a SaaS support or client-facing role  
  Native-level English fluency (bilingual? Even better!)  
  Terms like HTML, CSS, JS, API, integrations, dev console, staging &amp; production environments, GitHub repos, and database queries don’t make you flinch. You don’t need to write code, but you need to get it  
  You’ve got exceptional interpersonal and communication skills—written and verbal  
  Client calls energise you. Four to five Zoom meetings a day? Bring it on  
  You’re a natural problem solver who loves helping others untangle theirs  
  Your writing is clean, well-structured, and detail-oriented  
  You’re curious by nature and love learning new things  
  You’re not allergic to upselling or fielding “sales-y” questions  
  You’re organised and process-driven. Multiple tools for different workflows? No problem — you thrive in that setup  
  You’re self-motivated and independent, but you also value being part of a tight-knit team  
  Remote work isn’t just something you dabble in—it’s where you do your best work. You’ve got fast, reliable internet and a distraction-free workspace ready to go  
 
   
  Responsibilities  
  Product support   
 
 
 Go deep on product knowledge through self-driven learning—become the expert 
 
 
 Be the first point of contact on all inbound support via email/tickets, phone, and eventually live chat 
 
 
 Run 1-1 Zoom sessions with clients for technical consultation and query resolution 
 
 
 Maintain our consistently impressive first-reply-time metric (yeah, we’re proud of it) 
 
 
 Provide technically accurate responses backed by hands-on testing of scenarios 
 
 
 Collaborate with engineering to squash bugs and keep clients in the loop with timely updates 
 
 
 Spot patterns in user issues and flag them for product improvement 
 
 
   
  Be seriously good with clients  
 
 Speed matters. Respond quickly and decisively 
 Listen deeply—get to the root of the issue and own it until it’s resolved 
 Treat every client interaction with genuine respect and appreciation 
 Build trusting, long-term relationships rooted in honesty and transparency 
 
 ",https://remotive.com/remote-jobs/customer-service/saas-product-support-jedi-2091087
Remotive,Freelance Writer,IAPWE,Worldwide,Writing,"Communication, Finance",," Our organization is seeking content writers to create articles and blog posts on a variety of topics. 
   
 The rate of pay is $20 per 100 words (this comes out to approximately $100 per article or $50 per hour). 
   
 Some topics you may be asked to write about include the following (you can always turn down a topic if you do not feel comfortable writing about it, however if you have experience or expertise in a specific area, please let us know): 
   
 
 Health &amp; beauty 
 Fitness 
 Home Decor 
 Fashion 
 Sports 
 Do it yourself 
 Finance 
 Legal 
 Medical 
 Family/Parenting 
 Relationships 
 Real Estate 
 Restaurants 
 Contracting (plumbing, pool building, remodeling, etc.) 
 
   
  These are just some of the more general industries and topics that we cover.  
   
  Requirements  :  
 
 We ask that all work be completed using a word processor such as Microsoft Word or Open Office 
 A reliable internet connection and the ability to meet deadlines 
 Good communication skills and respond in a timely manner to editorial staff when they ask for updates on tasks, etc 
 Work well as a team member with the rest of our content management and editorial staff 
 
     Note : Applicants to this job signaled that accessing some writing tasks may require payment.  
 ",https://remotive.com/remote-jobs/writing/freelance-writer-1185979
Remotive,Freelance Copywriter,Coalition Technologies ,Worldwide,Writing,"Git, Lead Generation, Digital Marketing, SEO, Excel, Finance",4 years," CT Marketing Agency is seeking skilled Freelance Copywriters to write high-quality, SEO-driven content for eCommerce and lead generation websites. This is a freelance, project-based writing role. 
   
 The ideal candidate has excellent English writing skills, strong research ability, and experience writing content that follows detailed, client-specific guidelines. Projects commonly include category pages, product descriptions, blog posts, SEO landing pages, and website copy. 
   
  About the Role  
 Our client base is constantly evolving, and writers may create content across a wide range of industries, including: 
 
 Fashion, including mass-market and luxury brands 
 Skincare and beauty 
 Tech and software 
 Finance and investing 
 Law, including family law, divorce, and product liability 
 Education 
 Home improvement 
 Automobiles and motorcycles 
 Health and wellness 
 Medical and clinical fields 
 Digital marketing 
 SEO, PR, advertising, and marketing 
 
 Writers with experience in highly specialized industries such as tech, finance, law, health, medical, SEO, PR, advertising, or marketing are strongly encouraged to apply.   
  Responsibilities  
 
 Write clear, engaging, SEO-friendly content for eCommerce and lead generation websites 
 Create category pages, product descriptions, blog posts, landing pages, and website copy 
 Research client industries, products, services, audiences, and competitors 
 Follow detailed client guidelines and adapt to different brand voices 
 Blend SEO best practices with brand priorities and conversion-focused writing 
 Complete assignments by deadline and communicate professionally with the team   
 
  Qualifications  
 
 Excellent English writing, grammar, editing, and proofreading skills 
 2 to 4 years of professional, non-academic writing experience preferred 
 Strong understanding of SEO writing best practices 
 Ability to research unfamiliar industries and technical topics 
 Ability to write creative, engaging, accurate, and ROI-focused content 
 Portfolio featuring published work preferred 
 Experience in specialized industries strongly preferred   
 
  Compensation  
 Writers are paid on a per-word basis. Rates are assessed according to our KPI rubric. 
 Initial compensation is up to $0.06 per word, with $0.034 per word being the most typical rate 
 This equals approximately $30 or $17 per 500-word page 
 After 400 live pages, the top rate increases to $0.064 per word, with $0.038 per word being the most typical rate 
 After 800 live pages, the top rate increases to $0.07 per word, with $0.044 per word being the most typical rate 
   
  Application Process  
 Candidates should be prepared to provide a portfolio featuring published work. Once an offer is extended, writers will complete a brief training course. 
 ",https://remotive.com/remote-jobs/writing/freelance-copywriter-1749306
Remotive,Senior Graphic Designer,Lemon.io,"Americas, Europe, Asia, Africa, Oceania",Design,"Python, Java, C++, React, Node.js, Machine Learning, HR, Communication, Project Management",5+ years," Are you a talented Senior Designer looking for a remote job that lets you show your skills and get decent compensation? Look no further than   Lemon.io   — the marketplace that connects you with hand-picked startups in the US and Europe. 
     
  What we offer:  
   
 
 The rate depends on your skills and experience. We've already paid out over $11M to our engineers &amp; designers . 
 No more hunting for clients or negotiating rates — let us handle the business side of things so you can focus on what you do best. 
 Choose a schedule that works best for you. It’s possible to communicate async or minimally overlap within team working hours. 
 We respect your seniority so you can expect no micromanagement or screen trackers. 
 Communicate directly with the clients. Sounds good, yeah? 
 Most of our projects involve working in a fast-paced startup environment. We hope you like it as much as we do. 
 
   
  Requirements:  
 
 5+ years of experience in Graphic Design 
 5+ years of commercial experience with Adobe Creative Suite &amp; Adobe Illustrator 
 
     
  Other requirements:  
   
 
  Strong design craft  — as a Senior Designer, you're expected to build polished, production-ready work from scratch, with a solid grasp of design systems, component architecture, and how your decisions translate into real product or brand outcomes. 
  Clear and confident communication in English  — advanced ability to discuss creative briefs, defend design decisions, and flag blockers early. Strong self-presentation is essential, particularly on client calls. 
  High ownership, zero hand-holding  — you thrive working full-time remotely, manage your own time, and consistently hit deadlines without being chased. 
  Reliability  — we need to trust you completely. If you commit to something, you deliver it. If something changes, you communicate early. 
  Fast ramp-up  — you can absorb project context quickly, align with existing style guides or brand directions, and start producing valuable work within the first days, not weeks. 
 
   
  NOT YOUR TECH STACK?  
   
 We have a variety of projects, so if you have 4+ years of commercial software development experience and are proficient in AI Agent Architecture, AI Automation Architecture, AI Engineering, Site Reliability Engineering, Platform Engineering, React &amp; Python, React &amp; Golang, Golang, React &amp; Java, React &amp; Ruby, Ruby, PHP &amp; Vue, Vue &amp; Node.js, React &amp; .NET, Android &amp; iOS, iOS &amp; Swift, Flutter &amp; Dart, Blockchain (Ethereum/Ethers.js/Wagmi/Viem/Solana), Angular &amp; Node.js, Vue &amp; .NET, Python &amp; Vue, DevOps, MLOps, Data Science, Angular &amp; PHP, Angular &amp; .NET, Symfony &amp; React, Symfony &amp; Vue, Symfony &amp; Angular, Python, Symfony &amp; JavaScript &amp; Next.js &amp; TypeScript, Data Analysis, React &amp; PHP, Data Engineering, Project Management, Product Management, QA Automation, QA Manual, Embedded Software Engineering, React Native &amp; Node, React Native &amp; React, React Native &amp; Ruby, React Native &amp; Python, WordPress, Android, Data Annotation, Angular, Python &amp; Node, React &amp; Node.js, Java &amp; Spring, Svelte &amp; Python, Svelte &amp; Node.js, Svelte &amp; TypeScript, Rust, Shopify &amp; JavaScript, Vue &amp; Nuxt, PHP &amp; Laravel, Animation, Graphic Design, React &amp; Node &amp; React Native, .NET &amp; C#, Electron, Scala, C++, Unreal Engine &amp; C++, Python &amp; LLM, Unity, or Machine Learning Engineering, we would be happy to connect with you and match you with a project that fits your experience. 
 ",https://remotive.com/remote-jobs/design/senior-graphic-designer-2091081
Remotive,Data Labeling Specialists,Workada,USA,Data and Analytics,"Git, Customer Support, Communication",,"  Who We Are   Workada creates high-quality labeled data for advanced technology systems. Our team reviews, organizes, categorizes, evaluates, and quality-checks digital content so those systems can better understand information and perform real-world tasks. We believe careful data work matters. Every reviewed item, categorized example, and quality-checked task helps improve how technology interprets information, follows instructions, and responds in practical settings.   About You   We're hiring detail-oriented individuals who are comfortable working on a computer and interested in careful, focused digital work. We're especially interested in: 
 
 People who can carefully review written information, images, documents, or other digital content 
 Strong readers and writers with good judgment 
 People who can follow detailed instructions consistently 
 Individuals who are comfortable using web-based tools and online platforms 
 People who take quality seriously and can spot mistakes or inconsistencies 
 Those who enjoy focused, independent work while contributing to a larger project 
 Strong character matters — we value integrity, reliability, curiosity, and a commitment to high-quality work 
 
    Qualifications  
 
 Comfortable using a computer for extended periods 
 Reliable internet connection 
 Strong attention to detail 
 Ability to follow written guidelines and project instructions 
 Clear written communication skills 
 Basic familiarity with spreadsheets, online forms, or web-based work tools 
 Ability to work independently and meet deadlines 
 Prior experience in data labeling, annotation, quality review, research, writing, customer support, operations, or administrative work is helpful but not required 
 
   
    Compensation   Compensation is $17 an hour and a max of 40 hours a week.   A Place to Do Meaningful Work   Data labeling may sound simple, but it plays an important role in improving the technology people use every day. At Workada, your work helps create the examples and feedback that make advanced systems more accurate, consistent, and useful.  We're looking for people who care about accuracy, consistency, and careful judgment. Whether you're reviewing text, categorizing information, evaluating responses, or checking data quality, your work helps improve the way technology performs. 
 ",https://remotive.com/remote-jobs/data/data-labeling-specialists-2090903
Remotive,Business Development Representative,Outsite,"Northern America, Europe, UK, France, European timezones",Sales,"Sales, CRM, Communication",1+ years,"  ## About Outsite  
     
  Outsite is a global coliving company for remote workers — hotel-quality service, extended-stay flexibility, and a built-in community, at the intersection of hospitality and lifestyle. We operate 40+ properties across 21+ cities on 5 continents, with 6,000+ verified members and an NPS of 65.  
     
  ## About Outsite for Teams  
     
  Outsite for Teams is Outsite's B2B expansion — giving companies, teams, and communities access to our global network of coliving and coworking spaces for their employees. Rather than a bulk discount, we position it as a meaningful perk: founders and leaders purchase memberships on behalf of their team, and a dedicated account manager keeps them active and engaged. This is a genuine growth priority for the business, and you'll be one of the first dedicated sales hires driving it.  
     
  ## Role Overview  
     
  We're hiring a Business Development Representative to build and run outbound sales for Outsite for Teams. You'll identify and prospect the right companies, run discovery calls, and close new business — turning remote-first startups, distributed teams, and growth-stage companies into long-term Outsite for Teams accounts.  
     
  This is a highly autonomous, build-it-yourself role. You'll help shape the outbound playbook, not just execute someone else's.  
     
  ## Key Responsibilities  
     
  ### 1. Prospecting &amp; Outbound  
  - Build and work target lists of remote-first and hybrid companies, using signals like team size (50–500), remote/hybrid language in company descriptions, and titles such as Head of People, Chief of Staff, VP of Operations, or Founder  
  - Source leads via LinkedIn Sales Navigator, Wellfound/AngelList, Crunchbase, remote job boards (We Work Remotely, Remote.co), and Outsite's own member base  
  - Run cold outbound via email, LinkedIn, and calls, and continuously test and refine messaging  
  - Reach out to local companies near Outsite locations to sell business travel and corporate stay packages  
  - Build partnerships with travel agencies and tour operators to generate referral and bundled-stay opportunities  
     
  ### 2. Sales &amp; Pipeline Management  
  - Run discovery calls to understand a prospect's team, travel patterns, and remote work culture  
  - Own the full sales cycle from first touch to close  
  - Keep the CRM clean and current — every deal staged, every next step logged  
  - Forecast pipeline accurately and hit monthly/quarterly new business targets  
     
  ### 3. Collaboration &amp; Handoff  
  - Partner with the Head of Marketing on positioning, collateral, and campaigns that support outbound  
  - Hand off closed accounts cleanly to the account management side, with full context on the client's goals  
  - Share market feedback — what's resonating, what isn't — to sharpen Outsite for Teams' pitch and ICP over time  
     
  ### 4. Reporting  
  - Report weekly on pipeline: volume, stage, conversion, and blockers  
  - Track and share what's working in outbound so it can be systematized  
     
  ## Required Skills &amp; Experience  
     
  - 1+ years of B2B sales or business development experience (SDR/BDR background a plus)  
  - Confident, consultative communicator — comfortable running discovery calls with founders and People leaders  
  - Self-starter who's built pipeline from scratch, not just worked warm leads  
  - Able to work autonomously and independently   
  - Comfortable with taking initiative and being proactive   
  - Comfortable working European timezone hours  
  - Strong written communication — outbound copy is part of the job  
  - Organized; keeps a CRM honest without being told to  
  - Comfortable using AI in workflow  
     
  ## Nice to Have  
     
  - Experience selling to remote-first or distributed teams  
  - Familiarity with Pipedrive or HubSpot  
  - Existing network in the startup, remote work, or travel/hospitality space  
  - Experience selling a membership, subscription, or perk-style product  
     
  ## What Success Looks Like (First 90 Days)  
     
  - A working, documented outbound playbook (lists, messaging, cadence)  
  - A full and accurately-staged pipeline in the CRM  
  - First qualified meetings booked and first deals in late-stage or closed  
  - Clear, weekly reporting rhythm established with Marketing  
  - Sharpened point of view on which ICPs convert fastest  
     
  ## Benefits  
     
  - Remote, travel encouraged  
  - Credits for Outsite locations   
  - Salary - $45,000 - $50,000 USD + commission   
     
 ",https://remotive.com/remote-jobs/sales/business-development-representative-2091075
Remotive,Content Reviewer - United States,TELUS Digital,USA,All others,"Git, HR, Communication, Excel",,"   
  We are looking for an independent, flexible, remote opportunity where you can help improve AI-powered search technology from the comfort of your home? If you're curious, internet-savvy, and enjoy evaluating online content, this freelance project could be a great fit.  
   
  A Day in the Life of a Content Reviewer - US  
  In this role, you will analyze and provide feedback on text, webpages, images, and other types of online content for leading search engines using a specialized online platform.  
   
  By reviewing and rating search results for relevance and quality, you will help improve the overall search experience for millions of users around the world, including yourself.  
  Join our global community and put your skills to work supporting one of the world's leading search technologies.  
   
  Service Rates   
 The estimated hourly earnings for this role are 14 USD per hour.  Compensation is based on tasks completed and project availability. Estimated earnings may vary depending on task volume and program requirements including, quality, and productivity, in accordance with the program's quality standards and guidelines.  
   
  Please note that only one member per household may participate in this program. If it is identified that more than one person from the same household is participating in the TELUS Digital Rating Program, all associated accounts may be removed from the program.  
   
  Independent Contractor Relationship  
  This opportunity is offered on an independent contractor basis. Contributors have the flexibility to choose when and how much they work, subject to project availability and quality requirements. This opportunity is not and should not be construed as creating an employment relationship with TELUS Digital.  
   
 Qualification path 
  No previous professional experience is required to apply for this opportunity. However, participation in this project requires meeting the basic requirements and successfully completing the qualification process.  
   
  Basic Requirements  
  • Excellent written and verbal communication skills in English  
  • Must have resided in the United States for the past three consecutive years  
  • Familiarity with current and historical business, media, sports, news, social media, and cultural affairs in the United States  
  • Active use of Gmail and social media platforms  
  • Experience using web browsers to navigate and interact with a variety of online content  
  • Daily access to a reliable broadband internet connection  
  • Access to a smartphone (Android 5.0 or higher, or iOS 14 or higher)  
  • Access to a personal computer  
   
  Assessment  
  To join the program as an independent contractor, you will complete a language assessment, an open-book qualification exam, and an identity verification process.  
   
  The exam must be completed within a specified timeframe, but you may do so at your convenience.  
 ",https://remotive.com/remote-jobs/all-others/content-reviewer-united-states-2091074
